4009 | サイクロプス | サイクロプス | 地 | 獣戦士族 | - | 4 | ['通常'] | 一つ目の巨人。太い腕で殴りかかってくる。要注意。 | 1200 | 1000 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4009 | https://yugioh-wiki.net/index.php?%A1%D4%A5%B5%A5%A4%A5%AF%A5%ED%A5%D7%A5%B9%A1%D5 | https://ocg-card.com/img/card/ocg/101-001.jpg
4041 | ブラック・マジシャン | ブラック・マジシャン | 闇 | 魔法使い族 | - | 7 | ['通常'] | 魔法使いとしては、攻撃力・守備力ともに最高クラス。 | 2500 | 2100 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4041 | https://yugioh-wiki.net/index.php?%A1%D4%A5%D6%A5%E9%A5%C3%A5%AF%A1%A6%A5%DE%A5%B8%A5%B7%A5%E3%A5%F3%A1%D5 | https://ocg-card.com/img/card/ocg/101-002.jpg
4044 | 暗黒騎士ガイア | あんこくきしガイア | 地 | 戦士族 | - | 7 | ['通常'] | 風よりも速く走る馬に乗った騎士。突進攻撃に注意。 | 2300 | 2100 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4044 | https://yugioh-wiki.net/index.php?%A1%D4%B0%C5%B9%F5%B5%B3%BB%CE%A5%AC%A5%A4%A5%A2%A1%D5 | https://ocg-card.com/img/card/ocg/101-003.jpg
4065 | マンモスの墓場 | マンモスのはかば | 地 | 恐竜族 | - | 3 | ['通常'] | 仲間のお墓を守るマンモス。墓荒らしを容赦なく攻撃。 | 1200 | 800 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4065 | https://yugioh-wiki.net/index.php?%A1%D4%A5%DE%A5%F3%A5%E2%A5%B9%A4%CE%CA%E8%BE%EC%A1%D5 | https://ocg-card.com/img/card/ocg/101-004.jpg
4071 | シルバー・フォング | シルバー・フォング | 地 | 獣族 | - | 3 | ['通常'] | 白銀に輝くオオカミ。見た目は美しいが、性格は凶暴。 | 1200 | 800 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4071 | https://yugioh-wiki.net/index.php?%A1%D4%A5%B7%A5%EB%A5%D0%A1%BC%A1%A6%A5%D5%A5%A9%A5%F3%A5%B0%A1%D5 | https://ocg-card.com/img/card/ocg/101-005.jpg
4110 | 黒魔族のカーテン | くろまぞくのカーテン | 闇 | 魔法使い族 | - | 2 | ['通常'] | 魔術師がつくりだしたカーテン。魔法使いの力が上がるという。 | 600 | 500 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4110 | https://yugioh-wiki.net/index.php?%A1%D4%B9%F5%CB%E2%C2%B2%A4%CE%A5%AB%A1%BC%A5%C6%A5%F3%A1%D5 | https://ocg-card.com/img/card/ocg/101-006.jpg
4111 | トモザウルス | トモザウルス | 地 | 恐竜族 | - | 2 | ['通常'] | 小さいが性格は凶暴。仲間同士で争いだす。 | 500 | 400 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4111 | https://yugioh-wiki.net/index.php?%A1%D4%A5%C8%A5%E2%A5%B6%A5%A6%A5%EB%A5%B9%A1%D5 | https://ocg-card.com/img/card/ocg/101-007.jpg
4119 | ダーク・グレイ | ダーク・グレイ | 地 | 獣族 | - | 3 | ['通常'] | からだが灰色のけもの。あまり見かけない貴重ないきもの。 | 800 | 900 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4119 | https://yugioh-wiki.net/index.php?%A1%D4%A5%C0%A1%BC%A5%AF%A1%A6%A5%B0%A5%EC%A5%A4%A1%D5 | https://ocg-card.com/img/card/ocg/101-008.jpg
4135 | 眠り子 | ねむりこ | 闇 | 魔法使い族 | - | 3 | ['通常'] | 子供だが睡魔をあやつり二度と覚めることのない眠りを誘う。 | 800 | 700 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4135 | https://yugioh-wiki.net/index.php?%A1%D4%CC%B2%A4%EA%BB%D2%A1%D5 | https://ocg-card.com/img/card/ocg/101-009.jpg
4141 | 死者の腕 | ししゃのうで | 闇 | アンデット族 | - | 2 | ['通常'] | 混沌の沼から腕をのばし、生ける者を中へと引きずり込む。 | 600 | 600 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4141 | https://yugioh-wiki.net/index.php?%A1%D4%BB%E0%BC%D4%A4%CE%CF%D3%A1%D5 | https://ocg-card.com/img/card/ocg/101-010.jpg
4160 | ファイヤー・デビル | ファイヤー・デビル | 闇 | アンデット族 | - | 2 | ['通常'] | 炎の矢を手にする死神。その矢にあたると火だるまになる。 | 700 | 500 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4160 | https://yugioh-wiki.net/index.php?%A1%D4%A5%D5%A5%A1%A5%A4%A5%E4%A1%BC%A1%A6%A5%C7%A5%D3%A5%EB%A1%D5 | https://ocg-card.com/img/card/ocg/101-011.jpg
4163 | 火炎草 | かえんそう | 地 | 植物族 | - | 2 | ['通常'] | 火山の近くに生息する草。花から火炎を吹き攻撃する。 | 700 | 600 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4163 | https://yugioh-wiki.net/index.php?%A1%D4%B2%D0%B1%EA%C1%F0%A1%D5 | https://ocg-card.com/img/card/ocg/101-012.jpg
4191 | コピックス | コピックス | 地 | 戦士族 | - | 2 | ['通常'] | いろんな奴に変身して、相手をだましながら戦う戦士。 | 600 | 500 | 1999-02-04 | 1 | true | https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=2&cid=4191 | https://yugioh-wiki.net/index.php?%A1%D4%A5%B3%A5%D4%A5%C3%A5%AF%A5%B9%A1%D5 | https://ocg-card.com/img/card/ocg/101-013.jpg
